Survey Date,Itinerary Number,Additional feedback,,
2018-01-17 19:02:00.000004,7321979377471,"The individual with whom I spoke was very kind and patient. She made sure I understood everything, spoke slowly, and reviewed everything with me. 

I couldn't ask for better service and I have confidence in AARP's customer service and trust its programs.",,
2018-01-17 19:34:00.000002,0,I called because in October I had a problem with a motel in Nashville and at that time the customer service rep I dealt with put a $25.00 coupon in my account. When I tried to use it there was no number with it and when I talked to the reps they gave me the run around about it.  If I am going to have problems why not go to trivago,,
2018-01-17 20:53:00.000001,,She asked me the questions needed to get me where I wanted to go,,
2018-01-17 21:54:59.999996,7322634727941,The nice lady who was helping me was very nice.  She answered all my questions.,,
2018-01-18 03:33:00.000003,7322654725753,"The web site was easy to navigate, giving me plenty of options to narrow my search to my personal needs.",,
2018-01-18 10:14:59.999997,7299163890648,"I haven't traveled yet, so I hope all goes well with my reservation.",,
2018-01-18 10:32:00.000001,116223645687,"A quick phone call to AARP/Expedia resolved my flight change request,  AARP/E contacted Delta and resolved the change for me due to a medical issue.  THANK YOU!",,
2018-01-18 14:17:00.000001,7322864078429,"I tried to book online and couldn't complete the transaction, I call customer service and they were able to complete it for me.",,
2018-01-18 14:41:00.000004,111926840017,They wouldn't work with me at all. Even though it was their fault they said it was my fault.,,
2018-01-18 14:48:00.000003,7276001254869,"Were stuck at airport car rental...got quick connection and very helpful agent!!!  Your people worked with us for 45 minutes and finally resolved that we take the car and send the bill to you to work with Expedia to honor the contract they made with us.  BUT unfortunately Budget could not give us the car we needed for family and we did not rent the car we were being over charged for.  This was unfortunate and hopefully will not happen to others.
BUT your people were excellent and we appreciated their help.",,
2018-01-18 14:53:59.999997,7322538466846,"1) I reserved a car from you at a remarkably good price, with understanding I could cancel the reservation. Later checked reviews, and the rental agency has horrible reviews. Your service does not appear to have good deals with agencies I trust, such as Enterprise.
2) I was unable to cancel on the web with repeated tries. I made two different calls to your representatives in whatever country they are, and spent a minimum of 20 minutes on the phone with them. 
3) I made a reservation with Enterprise at a decent price through Costco travel. I really am not motivated to try again with Expedia/AARP after this experience.",,
2018-01-18 15:20:59.999997,7322679006000,Agent was unable to make a time change to a car rental reservation,,
2018-01-18 15:22:59.999998,7321471666002,Customer service is great. The agents are helpful.,,
2018-01-18 16:07:00.000002,7322893787277,They helped me book a vacation that wasn’t going through for me on my own,,
2018-01-18 16:16:00.000002,7297583266853,The associate who assisted me did all of the work.  It took contacting the hotel directly on my behalf.  All I had to do was wait on the line.,,
2018-01-18 16:27:59.999999,7292218041081,I was able understand and handle mu business with no problems.  My service was appreciated with respect.,,
2018-01-18 16:29:00.000004,7322508680203,"The lady how handle the call was very pacient and do excellet job with my situacion.

She call me back and tell me everything was resolve.",,
2018-01-18 16:41:59.999997,7322698972696,I explained my request and the gentleman made some inquiries but couldn't get an answer so he said he would continue to try to make contact with the hotel and would email or call me.  I received 2 interim emails just to say he was still working on it and today I received an email from Expedia AND the hotel verifying my request had been accepted,,
2018-01-18 17:03:59.999999,114573973855,The agent knew just what to do.,,
2018-01-18 18:33:00.000003,7312626745325,I had to call in for my itinerary and it was emailed to me. The whole process was very user friendly.,,
2018-01-18 19:09:59.999999,7315682294725,Your agent was so helpful and great to work with and she has a great attitude.,,
2018-01-18 19:52:00.000002,7322892654927,Very efficient,,
2018-01-18 21:27:00,7322748977152,I still don’t consider it handled! My flight on Aarp website still indicates that it is still processing even though I currently have a Delta confirmation #. If I hadn’t followed through on my own I may not have had a flight or seats. I don’t understand why AARP can’t update their website!,,
2018-01-18 23:57:00.000003,7322387826940,I called the 800 number and the agent who helped me was very thorough and actually saved me money and got me closer than I thought I could be.  They asked helpful questions to be sure they understood exactly what I needed and was looking for.  They deserve an A++ in my book!,,
2018-01-19 11:39:00.000003,7320511828279,I had to make a last minute change and the representative I spoke with handled the issue efficiently and effectively.,,
2018-01-19 16:36:59.999999,7322970857716,The agent was very helpful and patient.  She tried to accommodate all or travel needs and find flights that coordinated with our plans  We had multiple flights and she was very efficient in making everything work.  Our plans were not timely and many locations sold out but she was able to find us something in our budget.  Very polite and helpful.,,
2018-01-19 17:24:00,7321436799716,I got through to a human in a short time who helped me out.,,
2018-01-19 17:33:00,7323097221144,Handled my issue promptly,,
2018-01-19 19:34:59.999998,7323080327889,"Rick was professional, informed and patient with my enquiries and travel requests.",,
2018-01-19 20:44:59.999997,7322948446958,Had to demand for the agent to cancel a previous appointment that the previous agent had incorrectly entered my email address. Your agent wanted me to continue logging in by using the incorrect email,,
2018-01-20 06:58:59.999998,115781114952,The customer service rep took care of everything while I was on the line.  Refund was processed to my charge card within 24 hours.,,
2018-01-20 07:05:00.000001,7323100077105,one phone call and just a few dollars higher for the change that was necessary,,
2018-01-20 10:45:59.999999,116498487925,Very patient!!,,
2018-01-20 13:48:00,7321703860552,"Its better to
 Do things on the computer and alot much easier to handle",,
2018-01-20 13:48:59.999996,7321477155794,It took some time and I had to wait on hold but the issue was resolved and I was happy with the result. The person resolving the issue was helpful and patient.,,
2018-01-20 23:26:00.000001,7321479051354,"Ihad to talk to 2 agents before I g0t finished & now in checking my reservation I see that the assittence is marked none when we ordered 2 wheel chairs, for going & coming on the trip.  I hope you can attend to this matter.",,
2018-01-21 12:13:00.000002,7322769564466,"I gave the problem to one of your techs & he handled the problem very professionally and with great knowledge. Saved me from a very costly mistake, and I thank both him and this company.",,
2018-01-21 18:00:59.999996,0,"I,Barbara Chatman made Reservations for a room on the 17th of Jan.That was done even
I was transferred about three times,I was even told I could not used it.I finally got Customer service on the phone. I was traveling on I -10 when we reached mile marker 19 Interstate 65 was close.we had to detour highway us 43north, 84east Ala, 5east.We could not get on 5 until the 18.police was standing on highways telling we could not travel because to much ice and too dangerous.we sit on highway for 71/2 hours trying to get to Montgomery.There was accident all day and when we finally reached ALA.5 the police said that was close also 85 north .Thats when I call to cancel at the Hotel .I asked for a refund,IT was denied.Idid cancel because no Highway was open and polices were standing there to make sure no one goes on the highway because of all  the ice and snow on the highway.",,
2018-01-22 15:22:00.000002,7292410811126,The person just knew the answer to my question very quickly so I didn't have to waste a lot of my time.,,
2018-01-22 15:26:00.000004,7323021083004,Very helpful.,,
2018-01-22 15:26:00.000004,7321539539594,They were extremely professional helpful and knowledgeable. I have told all my friends how they would be a fool not to use AARP Travel Center. The money AARP save me was incredible. I will not book any future travel Arrangements unless I go through AARP because they made my life extremely unstressful,,
2018-01-22 15:47:00.000001,,Had to go in and out of site in order to book 2 rooms one way and 1 room with different amenities.  Could not do all three at the same time.,,
2018-01-22 16:52:59.999998,7323456467797,"It was a disaster from start to finish.  After I booked a car I was not able to complete the process as the screen said I needed a password but for some reason, the site would not accept my information.  Therefore, I started the whole process over and was successful.  Unfortunately, the first reservation had actually gone through.  I tried to cancel one but the web site would not allow it.  I was on the phone for over 30 min. attempting to cancel one and am still not sure I was successful as received no cancellation confirmation.",,
2018-01-22 16:57:59.999996,7323502682822,I had to spend an additional $26 for baggage fees ($38 vice $25 each) on the Frontier website because your AARP/Expedia website did not give me the option of baggage fee and seat selection purchase during the time of ticket purchase on the AARP site.  It even said in the fine print along the side of the page that I would need to contact Frontier.com for baggage fees.  I expected that Frontier would give me the lower rate of $25 per bag but rather they said since I had already purchased the tickets it was like showing up at the counter with bags which they charge $38 each for carry on.  You need to have all the options available at the site especially for Frontier because they are notorious for nickle-dime-ing everything. The cost of the ticket was the same on your site as it was on the Frontier site.  Some benefit????,,
2018-01-22 17:08:00.000001,7323392511598,Polite and to the point,,
2018-01-22 17:08:00.000001,7310248577259,We attempted multiple times to make changes to our reservation. Hotel told us we had to contact Expedia.  Expedia told us we had to contact the hotel.  Multiple calls to Expedia - put on hold for an hour the first time.  second time they gave us a different number to call - call that number and they refer us back to the original phone number.  What a nightmare!  I will never use a 3rd party to book a hotel again!,,
2018-01-22 17:23:00.000004,7323651625908,The second person that I spoke with Angie I believe her name was. She was very very helpful she actually followed all the way through with my problem until it was resolved she did a great job I very much appreciated it,,
2018-01-22 18:20:59.999997,7319932420972,The person helping me was able to take care of my problem quickly and easily,,
2018-01-22 19:32:00.000001,7321507946165,I deleted my car rental confirmation and they found it for me in no time,,
2018-01-22 20:51:59.999996,115189396989,"I simply needed to utilize my flight vouchers from last years trip that was cancelled due to the hurricane. I was on the phone with your organization for a total of 6 hours!!! Ninety percent of that was spent being transferred from department to department and on hold. I was told by one of your representatives it would cost me $1000 more for the tickets ! When the next person I spoke to told me it would be $80 more. Another operator told me I couldn't go to my destination as there were no flights the week I chose. And still the next operator told me there were flights available for that particular week. By far the  worst experience I have ever encountered! I asked at least 9 times to speak to a manager, and was put on hold for 54minutes! Only to have the same operator tell me she couldn't book my flight!! No one would transfer me to a manager! It was seriously the most bizarre, crazy,unreal experience! I will never,ever use AARP travel center powered by Expedia again! I will never renew my AARP membership! Shame on you AARP for being affiliated with Expedia. I will never recommend your organization to anyone! My experience was a total nightmare!",,
2018-01-22 21:27:00,114514197536,Just took a phone call to confirm my reservation in Mexico,,
2018-01-23 01:54:59.999999,7297901466286,I had already booked a hotel in Sydney with you and wanted to book transportation from the hotel to the airport the day we leave. You service was not able to figure out how to get this done after several holds on the phone. The service was listed under Things to Do.  I was told I have to go to the companies website and book directly. Where is the benefit of AARP?,,
2018-01-23 06:47:00.000001,7307926620530,the agent was very professional and helpful,,
2018-01-23 08:37:00.000002,7305343742743,We had a big mistake when booking and the person i called made everything work out.,,
2018-01-23 10:11:00.000004,7322763953356,it should not have taken several hours to resolve the obvious error of they made which they acknowledged,,
2018-01-23 11:33:00,7322939452998,"I was rush through the process..if I ask a question her response was “It will all be in email “
After I reviewed information...there was a lot more in information that I was not given at the time booking 
I ended up canceling the whole thing 
You can contact me about the issue",,
2018-01-23 13:41:00.000001,7323659660622,Answered the phone promptly when I called. Site easy to navigate.,,
2018-01-23 14:33:00,116410277289,knowledgeable customer service rep,,
2018-01-23 14:51:00,7323912716804,Agent was very friendly and capable in handling my request.,,
2018-01-23 15:17:00.000004,7320393635753,Had to cancel my car rental. No problem doing that,,
2018-01-23 15:33:00.000003,7300184539837,The travel center customer service person was extremely helpful and very nice and also understanding as to why we could not travel.  Also she gave very good advice.,,
2018-01-23 16:05:59.999997,7321392283155,"I made reservation on January 10 and after receiving the reservation confirmation email I realized that I had made an error in my reservation. Within an hour of initially making the reservation and within minutes after having received the confirming email I called 800-675-4318 and followed the prompts to cancel the reservation.  I called back 5 minutes later to confirm that the reservation was cancelled, entered the itinerary number and was told by the automated system that the itinerary could not be found.  I concluded that the booking had been cancelled.  Three days later I noticed on my credit card online statement that the ticket charges had been posted as final.  I have called your customer  support organization on January 13, January 15 and again today, January 22, speaking with many different agents including Ashley at corporate Customer care today.  After more than 1 and a half hours on the phone today alone, I was told that because they cannot locate records of my calls in their call logs, I cannot receive a refund on the price of these tickets.  My phone shows I made the two calls I referenced earlier in this note and I explicitly recall (in fact my own notes record) having the interaction with your automated telephone system to cancel and then confirm. I can't explain why your logs don't show that I called, but I did. I am most displeased by Expedia's denying my request for a refund.",,
2018-01-23 16:38:00.000004,7309108699219,The representative was courteous and efficient.,,
2018-01-23 17:01:59.999998,7323924917196,"The rep understood my problem but had to put me on hold while contacting a hotel directly. Some wait time was involved, but I assume that it was not the fault of the AARP/Expedia rep.",,
2018-01-23 17:41:00.000004,7322478931387,I would’ve preferred to chat instead of call.,,
2018-01-23 18:31:00.000002,7323419221625,"After booking my flights, I discovered the price was well above what I could have booked using one of the popular search engines.  I thought I was saving money by using the service to get an AARP rate and by packaging the hotel with air.",,
2018-01-23 18:40:59.999998,7323454224344,The representative was was friendly and helpful. She solved my problem in a timely manner. It’s if she was taking the trip. Please thank her again.,,
2018-01-23 18:40:59.999998,7323521565327,"I call CS to get my Freq DFlyer id added to my flights, done in 2 minutes. Great CS",,
2018-01-23 18:51:00.000003,7323037958989,the phone rep was friendly and helpful. He did some research and made suggestions that I appreciated,,
2018-01-23 19:14:59.999997,7295350308536,The two staff I spoke to provided me all the information I needed.  I called with concerns and they were both able to answer all my questions and assured me that my plans were in place and confirmed.,,
2018-01-24 06:45:00,7321973158325,it was fast and the person that i talked too was very friendly helpful.....,,
2018-01-24 09:35:00.000004,7323832421456,"If I can get right to a site, that's easy to me.",,
2018-01-24 13:03:59.999996,7323442094567,Short wait on the phone and agent was very courteous and helpful,,
2018-01-24 13:32:59.999997,113861246894,Was forced to change flight plans with no options to choose other than what we were told. Also had enormous difficulty with Budget car rental. Horrible last minute changes jammed down our throats!!,,
2018-01-24 14:14:00.000004,7315953425494,resolved quickly,,
2018-01-24 14:26:59.999997,7322704162409,You have the recording of my first experience with the tt,,
2018-01-24 16:30:00,7321764212205,"My travel plans changed so I wanted to cancel a reservation. I tried to do it online but the site was unresponsive. I called customer service and was told to wait on hold. I gave up after about 10 minutes. I was told I'd get a callback if I was disconnected but never did.  I called again. Same experience. After 10 minutes the rep told me they couldn't figure out how to cancel my reservation either but, since I hadn't given a credit card number with the reservation, cancellation wasn't necessary. Poor service.",,
2018-01-24 16:32:00.000001,7324250682486,since not extremely easy,,
2018-01-24 16:48:59.999996,7324335886624,"The first representative I had to deal with in my opinion is intellectually challenged. I made a hotel reservation with her and asked for a email confirmation. I asked if she had my email address and told her at least once, probably twice what it is and she said they have it. As it turned out somehow the email you had for me was one I NEVER had and I would not have given to AARP. She sent the email to the wrong email and I was under the impression she sent it to my email that I told her what it was. I don’t appreciate sending my name and email to God knows who.

Needless to say I never received my email. I called to ask why and this is where it really started. The second representative made the first one seem like Einstein. After numerous times asking for my email that they have on record which is not mine I asked for a supervisor. After asking for a supervisor many times she finally transferred me to one. I told her what the problem was and she FINALLY resolved the problems they had with my account. I really believe AARP was hacked and info changed

I can’t say enough good things about the supervisor. She knew I was really angry and she resolved the issues.",,
2018-01-24 17:06:59.999996,116266834027,Easy to contact person but she told me she couldn’t help,,
2018-01-24 17:17:00.000001,7323672350925,Needed to modify my reservation and was quickly done to my satisfaction!,,
2018-01-24 18:24:00.000003,7324064385891,"I had a problem when I tried to book my trip online, but the agent was very responsive, knowledgeable and attentive.",,
2018-01-24 18:27:00,7322759231907,the lady I talked to was very knowledgable how to cancel my reservation and very helpful,,
2018-01-24 19:43:00.000002,7324293342837,Representative was pleasant and really seemed concerned about me and my budget.,,
2018-01-24 20:08:59.999997,7323838410354,Made a mistake and they help me fix it.,,
2018-01-24 20:26:59.999997,116417376751,"It was a bit time consuming to settle the issue, but was worth the time.",,
2018-01-24 21:38:00.000001,7321742347265,no wait...talked to real person problem solved immmediately,,
2018-01-24 22:14:00.000001,7322203955691,needed to cancel a rental car reservation.  merely went to the reservation electronic version and clicked on cancel.  Tried multiple times; said the system was busy so ended up calling to cancel.  Overall much easier than Southwest cancellation.,,
2018-01-25 01:12:00,116549083281,"The problem got resolved, the agent was nice and effective. It did take quite a long time and I was transferred once.",,
2018-01-25 05:53:00.000001,7320400184677,Great customer service...,,
2018-01-25 07:39:59.999996,115684064209,The customer service rep was ready to help me and contacted the hotel for me to confirm what I requested would be there.,,
2018-01-25 15:04:00.000002,0,The customer service representative was patient and answered all my questions professionally.,,
2018-01-25 16:23:59.999997,7324391269119,"I wanted to select our seats, but the site told me I would have to do it with an agent at the airport when we would check in- totally unacceptable. I wanted to put in a meal request but could not locate that either. I had to call & talk with an agent to do both of these",,
2018-01-25 17:14:00.000004,116509120010,"Once I had all my
Information it was easy to confirm and receive information about my
Travel plans",,
2018-01-25 17:17:00.000001,115760068083,The person at the other end did not understand something as simple as my wanting my wife's TSA number on the itinerary.  It turned out that it was only added to Expedia's information who did not share it with the airline.,,
2018-01-25 18:15:59.999999,7323823906007,"I had a previous not so easy and frustrating experience with AARP Expedia travel center and asked for a rep in US. I was told there were none in US but this rep, took great care of my issues, my ticket looked like it had not been booked on your site, She called airline, called back got me confirmation locator and emailed me info. Her name may have been Cinderella? Your site still shows not ticked from 1-24 y the way!",,
2018-01-25 19:00:59.999999,7323710909229,I only had to contact the AARP service line and from there they handled everything else. They contacted the hotel and handled getting my refund issued to me.,,
2018-01-25 19:07:59.999998,7321712339071,"We talk to a sales person  who  was  great at booking our flight and car rental  which, save money.",,
2018-01-25 19:18:00.000003,7288877047686,Agent expedited response to my claim but required approval by corporate resulting in delay.,,
2018-01-25 19:21:59.999996,7324512489959,It was not an issue........ it was placing the flight that was hard. I had a hard time understanding with her accent. I did not save anything,,
2018-01-25 19:50:59.999997,7323022060640,"I explained my issue, the agent understood completely & was more than willing to help rectify my issue. She was extremely professional & knowledgeable on how to rectify",,
2018-01-25 23:01:00.000002,7323633926406,AARP could not help me with my issue,,
2018-01-25 23:08:59.999997,7324375501228,They were very quick to cancel my reservation I made in the wrong city...my error.,,
2018-01-26 15:47:00.000001,7324431121563,"During the entire interaction I had human contact; however, I later learned that I was seriously misled because my contact was anxious to close the sale.",,
2018-01-26 16:05:59.999997,7322676664459,We are both senior citizens and are not used to flying.  We were thrilled with all the help we received from the AARP Travel Center.  They made everything easy to understand when they answered our questions.  It was a nice relief to have it all go smoothly.,,
2018-01-26 17:12:59.999999,7324552772115,The fine print of the auto rental contract said no out of state travel. When I called to check on this the agent suggested that I keep the reservation and ask about it when I picked up the car!!!!!  Not acceptable. When I later tried to cancel the reservation on line I could not and had to spend another 10 minutes on the phone to cancel. I booked a car through AAA instead.,,
2018-01-26 20:03:00.000003,7316999772986,"I didn't make it to Miami, Lenny with the ARP Travel Center was very helpful and very instrumental in getting Easy rental to not charge us for our car that we wouldn't be using. I can't say enough about how helpful and caring he was.",,
2018-01-26 20:28:59.999998,7324406959644,Customer service representative took care of my issue with ease.,,
2018-01-26 21:11:00.000001,7324502021290,Because it was.....!!,,
2018-01-26 21:38:59.999997,7324264803635,Great travel agent. Very helpful.,,
2018-01-26 23:01:00.000002,7297905887021,Had to stay on hold a long time to get tickets changed.,,
2018-01-27 10:34:00.000002,7320387874021,I tried making a change and I don't think I was told the truth when I was doing this.   I saw a credit card credit which I was told about but I also see a charge for a car rental payable at the time of renting it and I was not told about this which surely I should have been told.  The flight I wanted in the first place is the flight I got after making changes on my second call. Seems like I knew more than the person helping me and I haven't flown in twenty years.,,
2018-01-27 11:26:59.999997,7324654878299,A complete waste of time. What the rep did on his end was exactly what I did on my own. I wasted 30 minutes with no resolution,,
2018-01-27 17:08:59.999997,7324479417151,I simply made a phone call and one of the agents helped me right away.,,
2018-01-27 22:41:00.000001,7320294540086,"Cust rep informative, and took care of everything",,
2018-01-28 03:54:00,,I called the number and a representitive answered.,,
2018-01-28 08:06:59.999996,,Ive used it multiple times.,,
2018-01-28 13:50:00.000001,7321483512989,I wasn't aware that my AARP card had two different numbers at the end. One for AARP card & one for AARP Health. It kept kicking out my # cause I used the healthcare #. Very frustrating at the time of trying to book.,,
2018-01-28 14:24:00,7319871908721,"I needed to cancel a reservation and because I bought insurance, it was extremely easy to do so.",,
2018-01-28 16:02:00.000004,7324626568592,The agents where very helpful and knowledgeable.,,
2018-01-28 20:28:00.000002,7318721166007,"I made a mistake, it wasn't easy to handle my issue. I called to see if I could change a flight at it took almost 40 minutes to find out I couldn't",,
2018-01-29 07:34:59.999998,7320445282215,"I was on hold for one and 1/2 hours. Very difficult to understand customer service representative. Loud noise in background, other people talking, laughing. They never resolved my proplem. I couldn't check in. They couldn't find my reservation. They would come on the line and state there was a long hold for a supervisor who could look at problem. With another phone I called American Airlines directly. They provided the information within 10 minutes.
The flight was the same price if I would had booked it through American Airlines. I will book directly through the airline in the future. Horrible AARP customer service. I was still on hold when I disconnected the call with AARP customer service.",,
2018-01-29 08:57:59.999999,7323434353797,Efficient.,,
2018-01-29 09:54:59.999996,7310912732741,They directly answered the query.,,
2018-01-29 15:11:00.000001,7321462215915,All my contacts and info were always available immediately,,
2018-01-29 15:11:00.000001,7311041967549,Well called the motel to confirm they didnt have it but yall charge my account so i paid for my room cancelled the one with you was told my credit would be on my card in 48 hours called waited 4 days and called now there telling me it will be 7 days for my refund. Thought going threw yall my motel would be handled and it wasnt yall and the motel seems not to be on the same page. This is a dream to see a nascar race and it was a gift all i had to do was motel and the closer it gets i have to double check. Jyst not impressed with your services. Im a heart patient and this stress didnt help. Hipefully my refund will be in my account by feb2. Dorothy cheney,,
2018-01-29 15:22:00.000002,7324945458221,"The sign-up was straight forward, no confusion.",,
2018-01-29 16:14:59.999997,115813515665,The person I talked to handled my situation quickly and got my problem resolved. I actually have a better flight now than when I originally booked.,,
2018-01-29 16:23:59.999997,7322958189431,All I hade to do was call and explain and they handled it,,
2018-01-29 16:30:00,7324303839945,Went to the wrong airport on the connecting Flight. Sara was very helpful in getting the car rental refunded and rebooking the trip home,,
2018-01-29 16:30:59.999996,7325188242246,Took longer than the 24-38 hours promised by the agent - but I did get the answer!,,
2018-01-29 16:56:00.000004,7307280625087,Length of time was short to resolve problem and find solution.,,
2018-01-29 17:08:00.000001,7322439822719,Could not find access to customer assisstance on AARP Expedia website. Expedia transferred me to aarp customer service.,,
2018-01-29 17:24:59.999996,7324597662576,No problems and it was easy to make changes.Only problem was talking to foreign person who was confused at times.,,
2018-01-29 18:04:59.999998,7287621323615,Phone tree was too long and clogged with stupid messages. Very irritating.  Clerk did not follow my concerns and took hours over estimated time to return information. Also was not understanding voice calls from unknown numbers are not answered due to scams.,,
2018-01-29 18:51:00.000003,,I wanted to cancel one confirmation of a car rental because I found a less expensive company (I still used AARP Travel Center powered by Expedia) but when I tried to take care of it on line it kept on telling me that it could not cancel and to try back later.  After a couple days I finally called AARP Travel and they took care of it.  I was told I would get an email confirming the cancellation but I never received the email.  I checked my itinerary and saw that it was cancelled so it worked out okay.,,
2018-01-29 19:16:00.000002,7324971832701,"The person was very helpful. I booked the wrong dates by accident, he fixed it right away!",,
2018-01-29 19:21:00,7321652860902,"Very long wait time. Nice person on phone. said he had to transfer the issue to another source, and I have not heard a word on any outcome since that time (3 days?)",,
2018-01-29 19:39:00,7325345705012,I explained what i needed and it was handled.,,
2018-01-29 20:19:00.000002,7325378246509,The service rep was extremely helpful and friendly and made sure I was taken care of,,
2018-01-29 22:27:59.999999,7325189325259,When I called the rep understood and took care of my issue quickly and professionally,,
2018-01-30 08:19:00.000002,0,"It took 4 hours to book our travel.  They would put us on hold and say things change after checking with the cruise line or have to check with others about answering our questions, the cruise only booking agent would have to check with the airline booking agent and than we would get different answers it was not an easy process to accomplishment.",,
2018-01-30 09:44:00.000004,7325348912399,"I missed spelled my travel person #2 and the girl I talked to claimed she sent the correction 5 times. I did finally get it 2 times with the name still spelled incorrectly.  I had to call back again to correct the letter ""v"" to a ""c"".",,
2018-01-30 10:29:00.000004,7325285116865,"The representative who assisted me, made the experience very easy.",,
2018-01-30 10:59:59.999997,7324254770480,"the rep answered my question, then went ahead and input my request, I was having trouble getting to the web site.  Great job",,
2018-01-30 11:44:00.000001,7324340748140,spoke to agent who was very helpful.,,
2018-01-30 11:55:00.000002,7313142956261,"I received a call-back when I was supposed, the agent took care of my issue.",,
2018-01-30 13:23:00.000001,7325522047472,All of my questions was answered.,,
2018-01-30 13:41:59.999997,7325781079611,Self explanitory,,
2018-01-30 14:01:59.999998,7325538777614,I told them why I called and they took care of me promptly and courteously.,,
2018-01-30 14:03:00.000003,7317603716894,just told the person my problem and she fixed it,,
2018-01-30 14:12:00.000003,7325439860965,Online system simple to use AND dealing with phone representatives is also pleasant.,,
2018-01-30 14:26:00.000001,7325598043838,I was having a problem making reservations online and the representative I spoke with finished it all up for me and even at a better rate very quickly.,,
2018-01-30 14:33:59.999996,115949693205,"I explained the issue, they put me on hold to check it out, and came back with a solution to the issue.  Easy since all was done in one call.",,
2018-01-30 14:39:00.000003,7317041446008,The agent (Ahmed) spent well over an hour helping me resolve a change in travel plans--cannot believe how diligent he was tracking down hotel and airline to change our reservations!  5 star service!,,
2018-01-30 14:51:00,7317484774440,It was a simple question with a simple answer.,,
2018-01-30 15:00:59.999996,116292566591,The agent was courteous and was able to handle my changes promptly.  I was told the changes and updates to our car rental were complete.,,
2018-01-30 16:21:00,7324823873873,"Good communication between myself and the travel center, plus good website.",,
2018-01-30 17:57:59.999999,7324750456666,"While I booked thru TC, the problem was with the service I had paid for on the other side.  It appears they did not tell the truth to the TC.  

I did get my refund which somewhat makes me feel better about the experience.",,
2018-01-30 18:49:00.000002,7325564978155,my seat selection issue was solved,,
2018-01-30 21:35:00.000004,7325616683175,The contact person had all information qbout my concern.,,
2018-01-30 23:21:59.999999,7325651875261,Because they answered all my questions.very polite.,,
2018-01-31 01:54:00.000003,7324667532343,They understood what I wanted! Made reservation  with ease,,
2018-01-31 08:10:00.000002,7324746382484,It took forever and was very inconvenient.,,
2018-01-31 15:00:00,7324865740916,customer agent seemed competent & thorough...i will find out soon if my reservation is ok,,
2018-01-31 15:38:59.999997,7314466700118,"Canceled reservation, no problem.",,
2018-01-31 15:42:00.000003,7319688609730,"The AARP Travel Representatives were very Helpful and Courteous. These reps should be commended for their assistance, thanks to Ala and Adam in your center. However, your vendors (ie Airlines and Hotels/Motels) were not very cooperative and helpful in solving Medical Issues that prevented me from Traveling as originally planned. I was hospitalized with a PI (Pulmanary Imbolisum) blood clot in my lungs that prevented me from traveling until fully recovered. I needed to Cancel my itinerary #0067034404193 and requested a refund due to limited financial resources. One Airline and the Hotel refused to give me a Refund now I am out not only the Hospital Cost and related expenses but over $615.25 for the travel cost. This is very poor customer Service on your Vendors and individuals should be allowed to at least credit their trip if not refund due to medical problems. You are dealing with a older portion of the population. Vendors like these should not be able to provide service to your Members.",,
2018-01-31 20:32:00.000004,116636594756,Rep i spoke to was very helpful and handled my issue quickly and efficiently,,
2018-02-01 06:18:59.999996,7315557758242,"I have not been able to contact AARP Travel Center because I am out of the country and cannot telephone them.  And I have no email address where I can reach them.  I was sent an email by Expedia, but they said they could not help me because my issue was with AARP Travel Center.",,
2018-02-01 07:12:59.999996,,"Email address wasn’t passed correctly from AARP to Expedia so i never received my itenerary. No one could find it. Since I didn’t have that, I couldn’t correct my flight times within 24 hours.",,
2018-02-01 08:03:00.000003,7325273758171,Agent set up rental for wrong location.,,
2018-02-01 08:44:59.999997,7321626449499,The gentleman was very nice and everything was done in a timely manner.,,
2018-02-01 13:43:00.000002,7323192093318,Rep was very helpful and handled problem.,,
2018-02-01 13:48:59.999996,7326419986073,My call was answered right away. The woman who helped me was very nice and resolved my issue very quickly.,,
2018-02-01 16:48:59.999996,7326240222454,"the information was quick and included all fees; when I had a question after I booked, I called AARP travel and THEY ANSWERED THE PHONE and were incredibly helpful.  more than that--went out of their way to help.  Searching was also very easy.",,
2018-02-01 16:57:00,7321701748780,Representative was very knowledgeable and understanding. They acted quickly with all my concerns.,,
2018-02-01 21:04:59.999998,7319464239553,The representative was very knowledgeable. Walked me patiently thru everything and saved us money too.,,
2018-02-01 21:38:59.999997,7307404574551,"I made a reservation with Expedia for the Nautical Inn in Lake Havasu City.  When I searched my email, I couldn't find it.  I called Expedia and for some reason I received a confirmation email not from Expedia, but from Hotel.com. This confused me.",,
2018-02-02 07:00:00.000003,7322364009728,Customer service agent was very good and professional in resolving my problems. Great service.,,
2018-02-02 08:06:00,7319969730677,"They attempted to figure out the problem and then offered to help us find a solution. They talked with the property manager and discussed the issue, tried to work out a solution, and although we weren’t interested in the option they came up with, they were understanding when we said we’d find another place to stay.",,
2018-02-02 13:59:00.000001,,"The service rep said they couldn't address the issue, but would make a request to someone else.  They gave no estimate of how long it would take, and provided no way to follow-up on the issue other than ""call back and ask again if nothing happens after a few weeks"".",,
2018-02-02 15:22:00.000002,114494885595,The agent either didn't listen or was unable to comprehend what we were asking,,
